email,course_id,sec_no,exam_no,grades
mk1676@nittany.edu,STAT318,1,1,79
ub9586@nittany.edu,PHYS212,2,1,67
lh6961@nittany.edu,EE212,1,1,72
kf5693@nittany.edu,CSE543,1,1,78
sb2082@nittany.edu,EE352,1,1,71
mn2870@nittany.edu,CMPSC448,1,1,78
ug5112@nittany.edu,STAT415,1,1,69
tk1529@nittany.edu,EE311,2,1,99
ib2806@nittany.edu,STAT318,1,1,75
os7226@nittany.edu,CMPSC465,2,1,99
ne9599@nittany.edu,CSE543,2,1,75
vg5084@nittany.edu,EE212,2,1,76
mr5670@nittany.edu,PHYS211,2,1,74
km6416@nittany.edu,PHYS211,1,1,97
sj7472@nittany.edu,DS220,1,1,86
wr1679@nittany.edu,MATH140,2,1,78
mr8602@nittany.edu,EE212,1,1,76
ma8046@nittany.edu,CMPSC475,2,1,77
mg1007@nittany.edu,EE210,2,1,90
lh3004@nittany.edu,CMPSC431W,2,1,100
zr6066@nittany.edu,EE352,2,1,99
jg5906@nittany.edu,CMPEN431,2,1,97
ok5696@nittany.edu,CHEM112,2,1,92
mw5391@nittany.edu,STAT319,1,1,74
sm5970@nittany.edu,ECON201,1,1,92
rm8553@nittany.edu,IST128,2,1,92
jl5459@nittany.edu,EE352,2,1,66
ml1743@nittany.edu,CSE583,2,1,100
ph1773@nittany.edu,EE311,2,1,78
ma8953@nittany.edu,EE210,1,1,99
vk7408@nittany.edu,CHEM112,1,1,63
ro9937@nittany.edu,CMPSC475,2,1,89
tf2405@nittany.edu,IST110,2,1,86
pm3642@nittany.edu,CMPSC431W,2,1,91
kr9949@nittany.edu,CMPEN441,1,1,93
mt2086@nittany.edu,PHYS213,1,1,63
tw6502@nittany.edu,PHYS214,1,1,77
jw6319@nittany.edu,CMPSC475,2,1,81
ok8829@nittany.edu,CSE543,1,1,69
mp7952@nittany.edu,EE320,1,1,88
sm5549@nittany.edu,EE211,1,1,86
sm8842@nittany.edu,PHYS212,1,1,78
jp5962@nittany.edu,DS220,2,1,94
mg1791@nittany.edu,CMPSC311,1,1,89
lo3428@nittany.edu,PHYS211,2,1,84
ml7753@nittany.edu,CMPEN431,2,1,69
js3927@nittany.edu,IST128,1,1,78
me9897@nittany.edu,CMPSC465,1,1,96
mb5390@nittany.edu,CMPEN270,1,1,61
sg4417@nittany.edu,EE353,2,1,96
lt7103@nittany.edu,CMPSC221,2,1,79
wc1418@nittany.edu,ECON102,1,1,89
mm2047@nittany.edu,CMPEN351,2,1,79
ma4242@nittany.edu,PHYS214,2,1,80
jn3590@nittany.edu,CMPSC475,1,1,63
mh4972@nittany.edu,CMPEN270,1,1,60
jh3004@nittany.edu,CMPSC311,1,1,99
sp7638@nittany.edu,CMPSC311,1,1,73
mj2446@nittany.edu,ECON201,1,1,77
mp5777@nittany.edu,STAT415,2,1,67
mj1886@nittany.edu,CMPEN331,2,1,62
mp5980@nittany.edu,EE212,1,1,99
mr7087@nittany.edu,ECON102,1,1,61
kk1267@nittany.edu,EE353,1,1,72
mm8916@nittany.edu,CMPEN351,1,1,79
jr1301@nittany.edu,PHYS211,2,1,89
rq8420@nittany.edu,MATH141,2,1,84
tf8025@nittany.edu,CHEM110,1,1,65
ob6043@nittany.edu,EE311,2,1,78
jd3188@nittany.edu,CMPSC431W,1,1,67
nb5135@nittany.edu,EE330,1,1,85
js4888@nittany.edu,EE353,2,1,63
mt1283@nittany.edu,CMPSC431W,2,1,98
tb4699@nittany.edu,CHEM111,2,1,62
jf5072@nittany.edu,EE311,1,1,82
mj8109@nittany.edu,MATH231,2,1,89
sl8096@nittany.edu,ECON102,1,1,78
wg1476@nittany.edu,DS220,1,1,97
kw1043@nittany.edu,CSE543,1,1,92
ld4137@nittany.edu,CMPEN362,1,1,73
nb2686@nittany.edu,STAT415,1,1,74
rk8121@nittany.edu,CMPSC132,2,1,74
vp6083@nittany.edu,STAT415,2,1,74
mb7672@nittany.edu,IST128,2,1,77
lw7685@nittany.edu,CMPEN431,2,1,72
me6698@nittany.edu,EE210,2,1,93
mp7693@nittany.edu,CMPEN331,2,1,88
us6442@nittany.edu,CMPSC360,2,1,73
ma9983@nittany.edu,ECON101,1,1,76
mk7105@nittany.edu,EE311,2,1,96
vy1999@nittany.edu,PHYS213,1,1,79
lw8160@nittany.edu,CSE543,2,1,94
nm4783@nittany.edu,CMPSC475,2,1,79
nb4212@nittany.edu,CHEM110,2,1,93
ms9882@nittany.edu,CMPEN331,2,1,73
mk2377@nittany.edu,CMPSC461,2,1,66
rw1366@nittany.edu,ECON101,1,1,63
mr5319@nittany.edu,PHYS214,2,1,68
kz9097@nittany.edu,CMPSC131,2,1,73
ml7288@nittany.edu,CMPSC131,1,1,98
jd5932@nittany.edu,CHEM111,1,1,78
jk1331@nittany.edu,MATH230,1,1,74
jw9436@nittany.edu,MATH140,2,1,95
zw5425@nittany.edu,STAT415,2,1,61
jk5021@nittany.edu,CMPSC360,1,1,69
mn1003@nittany.edu,CMPEN411,2,1,67
ph8799@nittany.edu,PHYS211,1,1,98
jl8774@nittany.edu,CSE583,2,1,80
lr5589@nittany.edu,EE330,2,1,67
me5409@nittany.edu,EE212,1,1,100
mc9096@nittany.edu,EE210,1,1,66
jk4116@nittany.edu,CMPSC131,1,1,83
kb9285@nittany.edu,DS120,2,1,90
kq6968@nittany.edu,STAT415,2,1,66
tp4444@nittany.edu,STAT415,2,1,84
me6706@nittany.edu,STAT415,2,1,72
kb8171@nittany.edu,CMPSC132,2,1,98
sr6321@nittany.edu,DS220,2,1,68
jh1737@nittany.edu,MATH231,1,1,79
sp1616@nittany.edu,CMPSC448,2,1,92
pm4249@nittany.edu,CMPEN441,2,1,90
tl1139@nittany.edu,STAT319,1,1,99
sd6073@nittany.edu,EE320,2,1,71
po7371@nittany.edu,STAT415,1,1,99
wo4044@nittany.edu,EE311,2,1,72
mc4662@nittany.edu,MATH141,1,1,81
nb6183@nittany.edu,CMPEN331,2,1,75
mm4674@nittany.edu,MATH141,2,1,79
vh5298@nittany.edu,STAT319,1,1,60
al4613@nittany.edu,DS120,2,1,86
am4447@nittany.edu,MATH140,2,1,67
ak9804@nittany.edu,STAT319,1,1,62
as1233@nittany.edu,EE352,2,1,97
al5684@nittany.edu,CMPSC311,1,1,69
al6759@nittany.edu,STAT318,1,1,63
ah2567@nittany.edu,CMPSC131,1,1,94
ab8825@nittany.edu,EE330,1,1,98
at2037@nittany.edu,CMPEN351,1,1,65
ah3078@nittany.edu,CMPEN411,2,1,64
ab8389@nittany.edu,MATH140,1,1,89
at1813@nittany.edu,DS220,2,1,91
ao8250@nittany.edu,CMPSC132,1,1,69
al8826@nittany.edu,CHEM111,1,1,88
ab4479@nittany.edu,PHYS211,1,1,89
al5806@nittany.edu,PHYS212,1,1,96
aj1457@nittany.edu,CMPEN431,2,1,86
ar7586@nittany.edu,STAT319,1,1,92
am6718@nittany.edu,ECON102,2,1,76
as4057@nittany.edu,STAT318,2,1,77
az6923@nittany.edu,CMPSC311,1,1,63
ab9912@nittany.edu,ECON101,2,1,62
ap8429@nittany.edu,CMPEN441,1,1,82
ag4728@nittany.edu,CMPSC465,1,1,95
am5109@nittany.edu,MATH141,2,1,100
ab3717@nittany.edu,MATH230,2,1,69
ad9791@nittany.edu,DS220,1,1,65
aw2983@nittany.edu,PHYS212,2,1,96
lj2993@nittany.edu,CMPEN270,2,1,67
rb1832@nittany.edu,ECON101,2,1,99
ld8122@nittany.edu,CMPSC475,1,1,96
md5914@nittany.edu,CMPEN411,2,1,92
kf8268@nittany.edu,CHEM112,2,1,84
pz6665@nittany.edu,CMPSC131,2,1,87
mr6639@nittany.edu,IST128,1,1,68
sc5452@nittany.edu,CMPEN351,1,1,86
tp8468@nittany.edu,MATH140,1,1,67
ih9335@nittany.edu,CMPSC461,1,1,74
me9525@nittany.edu,CMPSC448,1,1,79
pr4075@nittany.edu,CMPSC448,1,1,91
nk8056@nittany.edu,STAT319,1,1,74
jz5577@nittany.edu,CMPEN441,1,1,67
jp2632@nittany.edu,CHEM111,1,1,91
lk7361@nittany.edu,EE352,1,1,91
ks1880@nittany.edu,PHYS213,1,1,66
ms2404@nittany.edu,PHYS214,2,1,76
ih5431@nittany.edu,EE330,2,1,85
sm4115@nittany.edu,CMPEN441,2,1,100
js8078@nittany.edu,CMPSC132,1,1,68
mb4117@nittany.edu,EE311,2,1,67
rm8585@nittany.edu,CMPSC431W,1,1,85
kc4364@nittany.edu,STAT415,2,1,88
rh2046@nittany.edu,CMPSC465,2,1,93
jh2885@nittany.edu,EE210,1,1,90
ms9362@nittany.edu,IST110,2,1,89
jl6447@nittany.edu,STAT319,2,1,75
ma5503@nittany.edu,PHYS214,2,1,66
rb4971@nittany.edu,ECON201,2,1,68
jc5818@nittany.edu,STAT319,1,1,88
kg2618@nittany.edu,PHYS212,1,1,93
sg2123@nittany.edu,CMPSC431W,2,1,89
tp3946@nittany.edu,CHEM111,1,1,75
sb5076@nittany.edu,IST110,1,1,71
mh2221@nittany.edu,CMPSC221,2,1,94
vs8351@nittany.edu,IST110,1,1,72
mm1324@nittany.edu,EE353,1,1,76
tg2289@nittany.edu,STAT318,1,1,92
mk4648@nittany.edu,ECON201,1,1,89
sa8884@nittany.edu,CSE583,2,1,72
kn1468@nittany.edu,CMPSC221,2,1,90
md1699@nittany.edu,DS120,2,1,98
mc4814@nittany.edu,PHYS211,2,1,97
ll2646@nittany.edu,CHEM110,1,1,74
mr3369@nittany.edu,MATH231,1,1,84
tb7100@nittany.edu,CMPSC475,2,1,90
wm3293@nittany.edu,EE311,2,1,95
jb9557@nittany.edu,CMPEN411,2,1,70
ko8881@nittany.edu,CHEM112,1,1,62
mb4756@nittany.edu,STAT318,1,1,86
mr3556@nittany.edu,EE352,1,1,76
km6173@nittany.edu,EE352,2,1,99
sg3060@nittany.edu,CMPEN351,1,1,62
ms7605@nittany.edu,CMPSC431W,1,1,74
jg1721@nittany.edu,EE330,1,1,97
yc2897@nittany.edu,MATH141,1,1,90
rb9779@nittany.edu,STAT318,2,1,80
zr6768@nittany.edu,ECON101,1,1,68
rc6428@nittany.edu,PHYS211,2,1,68
jt5287@nittany.edu,CMPSC132,1,1,60
lo7605@nittany.edu,EE311,2,1,68
tr4637@nittany.edu,STAT318,1,1,64
lr3728@nittany.edu,MATH230,2,1,83
xg4863@nittany.edu,CMPSC475,1,1,96
lr5472@nittany.edu,CMPSC360,2,1,64
sh4974@nittany.edu,CMPSC431W,1,1,68
la9924@nittany.edu,CHEM110,2,1,72
ms2737@nittany.edu,MATH231,2,1,88
tb8127@nittany.edu,CMPEN362,1,1,79
mm2976@nittany.edu,ECON101,1,1,64
th3170@nittany.edu,CMPEN270,1,1,85
kk3742@nittany.edu,CHEM110,2,1,95
nd2615@nittany.edu,EE311,1,1,64
sb6428@nittany.edu,CMPSC475,2,1,100
rr9237@nittany.edu,EE211,2,1,71
mr1462@nittany.edu,PHYS214,2,1,74
lg1828@nittany.edu,CMPSC311,2,1,61
jo7172@nittany.edu,PHYS214,1,1,62
ma5045@nittany.edu,EE311,2,1,85
mc4696@nittany.edu,CHEM112,1,1,60
rs3973@nittany.edu,STAT318,1,1,72
my7428@nittany.edu,CMPEN270,2,1,66
mv4275@nittany.edu,MATH140,2,1,71
vw5806@nittany.edu,DS120,1,1,68
nr4230@nittany.edu,CMPEN270,1,1,69
ma3543@nittany.edu,CMPEN431,2,1,60
mc9149@nittany.edu,CMPSC448,2,1,66
sh4671@nittany.edu,CHEM111,1,1,63
mt7030@nittany.edu,CMPEN362,2,1,67
lt3713@nittany.edu,CSE583,1,1,71
jw3861@nittany.edu,CSE583,2,1,75
kr4923@nittany.edu,EE311,1,1,98
nf6339@nittany.edu,CMPEN441,2,1,64
md6319@nittany.edu,MATH140,1,1,90
mb1688@nittany.edu,CSE583,1,1,97
mk5190@nittany.edu,CHEM111,1,1,92
mk3204@nittany.edu,STAT319,1,1,95
oc3904@nittany.edu,CMPSC132,2,1,93
km6627@nittany.edu,CHEM111,2,1,65
js6308@nittany.edu,CMPSC448,2,1,77
jw4897@nittany.edu,CMPSC431W,1,1,89
vl7715@nittany.edu,ECON102,2,1,74
ph3861@nittany.edu,CMPSC132,2,1,85
md2194@nittany.edu,CMPEN362,2,1,70
jh3919@nittany.edu,CMPEN351,1,1,81
mw5114@nittany.edu,CHEM111,1,1,63
ld6778@nittany.edu,CSE543,1,1,100
mc1411@nittany.edu,CMPSC475,1,1,61
lg7099@nittany.edu,STAT415,2,1,65
mm9659@nittany.edu,CSE543,1,1,86
rc5324@nittany.edu,CMPSC475,1,1,84
ml5786@nittany.edu,CHEM110,1,1,64
nh2508@nittany.edu,CMPEN331,2,1,74
ms2255@nittany.edu,CMPSC132,2,1,64
mp4954@nittany.edu,CSE543,1,1,85
lj7790@nittany.edu,EE330,2,1,69
sr7729@nittany.edu,CMPSC461,2,1,68
mt8800@nittany.edu,STAT319,1,1,100
ld6540@nittany.edu,CSE543,2,1,97
sv5358@nittany.edu,MATH230,1,1,72
rh4718@nittany.edu,EE320,2,1,87
vt8578@nittany.edu,CMPSC221,1,1,67
lu6872@nittany.edu,EE211,2,1,82
lb6520@nittany.edu,CMPSC448,1,1,94
kb6941@nittany.edu,STAT319,2,1,97
rv5469@nittany.edu,EE353,2,1,87
ml7975@nittany.edu,CMPEN351,1,1,96
mj4880@nittany.edu,EE210,2,1,65
jf9661@nittany.edu,CMPSC465,2,1,67
lt8366@nittany.edu,CMPSC131,2,1,92
rf2661@nittany.edu,CMPSC360,2,1,93
kk3115@nittany.edu,CMPSC461,1,1,99
mr4635@nittany.edu,CMPSC461,1,1,67
ve8889@nittany.edu,CMPEN431,2,1,73
ml3983@nittany.edu,CMPSC475,2,1,71
ld8065@nittany.edu,EE330,1,1,74
jk4403@nittany.edu,DS120,1,1,72
in2805@nittany.edu,DS120,1,1,85
pb8346@nittany.edu,DS220,2,1,71
rf1782@nittany.edu,STAT319,1,1,80
mn6721@nittany.edu,PHYS212,1,1,79
sm6043@nittany.edu,CMPEN362,1,1,94
lj2224@nittany.edu,IST110,1,1,84
wr3515@nittany.edu,CMPEN441,2,1,71
wl5243@nittany.edu,CSE583,2,1,69
jr8665@nittany.edu,CMPSC131,2,1,72
ns1210@nittany.edu,CMPEN270,1,1,88
ms6173@nittany.edu,PHYS213,1,1,93
na8379@nittany.edu,EE330,1,1,87
ls6337@nittany.edu,CMPEN411,2,1,66
sm9645@nittany.edu,STAT318,1,1,87
rr8243@nittany.edu,CMPSC461,2,1,85
il3541@nittany.edu,MATH140,1,1,80
mg8505@nittany.edu,DS220,1,1,92
mo1186@nittany.edu,EE311,1,1,86
pw1726@nittany.edu,CMPEN411,2,1,76
lm6031@nittany.edu,CMPEN351,1,1,72
mj6359@nittany.edu,CMPSC360,1,1,67
mf8214@nittany.edu,ECON101,2,1,78
jb5052@nittany.edu,CMPSC461,2,1,74
ma8938@nittany.edu,CMPSC131,2,1,86
jh1874@nittany.edu,CMPSC311,1,1,87
rb6281@nittany.edu,CMPSC461,1,1,88
ml6213@nittany.edu,CMPEN331,1,1,65
mk7773@nittany.edu,CMPSC132,2,1,79
nc8172@nittany.edu,CSE583,1,1,66
mj5914@nittany.edu,CMPSC465,2,1,75
me2148@nittany.edu,CMPEN270,1,1,65
mk8847@nittany.edu,EE311,2,1,63
my3786@nittany.edu,CMPSC461,2,1,88
jm3669@nittany.edu,MATH140,2,1,93
uf7067@nittany.edu,ECON201,2,1,82
mr2575@nittany.edu,STAT415,2,1,82
jk4409@nittany.edu,CHEM112,1,1,80
ys9174@nittany.edu,CMPSC132,1,1,64
no6118@nittany.edu,MATH230,2,1,66
lc4994@nittany.edu,IST128,2,1,82
oh8195@nittany.edu,CMPEN431,2,1,73
jc2471@nittany.edu,CMPSC131,1,1,91
mm3162@nittany.edu,CMPSC448,1,1,83
jh7997@nittany.edu,PHYS214,2,1,60
ik6824@nittany.edu,CSE543,1,1,76
tk5748@nittany.edu,CMPEN441,1,1,73
ts1830@nittany.edu,CSE583,1,1,83
kr6619@nittany.edu,CHEM111,1,1,63
rk2653@nittany.edu,DS220,2,1,74
sg4622@nittany.edu,CHEM110,1,1,61
jl3236@nittany.edu,MATH141,1,1,91
kh1826@nittany.edu,CMPEN441,1,1,64
me2596@nittany.edu,STAT319,1,1,79
jl9851@nittany.edu,DS220,2,1,75
sw7724@nittany.edu,CMPSC465,2,1,77
kh5883@nittany.edu,MATH231,1,1,95
mn2842@nittany.edu,CSE543,2,1,84
mt7911@nittany.edu,PHYS214,1,1,65
pf6936@nittany.edu,CMPSC131,2,1,62
mc8336@nittany.edu,STAT415,1,1,100
mv1311@nittany.edu,PHYS214,2,1,88
kk2666@nittany.edu,EE352,2,1,76
ok7520@nittany.edu,CMPEN362,2,1,68
mt3151@nittany.edu,CMPSC311,2,1,78
lb8326@nittany.edu,MATH140,2,1,80
lh1031@nittany.edu,PHYS212,1,1,71
mn1239@nittany.edu,IST128,2,1,89
ka1472@nittany.edu,CMPSC448,2,1,65
tt1799@nittany.edu,PHYS212,2,1,67
mr5565@nittany.edu,DS220,1,1,90
ma6036@nittany.edu,EE311,1,1,89
mr9406@nittany.edu,EE212,2,1,87
os4077@nittany.edu,PHYS212,2,1,66
mj1523@nittany.edu,CMPEN351,1,1,72
pw7815@nittany.edu,CSE543,2,1,78
jo5683@nittany.edu,ECON102,2,1,68
kl1348@nittany.edu,CMPEN362,2,1,86
ns2358@nittany.edu,CHEM112,1,1,67
mk1572@nittany.edu,CMPSC311,1,1,93
ts5040@nittany.edu,STAT319,1,1,60
mj1117@nittany.edu,CMPSC475,2,1,63
me4221@nittany.edu,CMPSC311,2,1,96
lh8743@nittany.edu,CMPSC311,2,1,82
ka6770@nittany.edu,EE330,2,1,89
wa5135@nittany.edu,CMPSC448,2,1,79
kl9753@nittany.edu,EE352,2,1,83
jh3336@nittany.edu,STAT415,2,1,76
sb1972@nittany.edu,STAT415,2,1,69
lv3076@nittany.edu,EE311,1,1,79
mt4811@nittany.edu,CMPEN331,1,1,71
zp7831@nittany.edu,CMPSC475,2,1,72
mr1020@nittany.edu,CMPEN362,2,1,94
ws6593@nittany.edu,STAT415,2,1,71
lw8769@nittany.edu,MATH230,2,1,75
mj9606@nittany.edu,CMPSC132,2,1,65
jc4011@nittany.edu,MATH231,2,1,81
mj5224@nittany.edu,CMPSC221,2,1,100
jz6925@nittany.edu,CMPEN270,2,1,86
vo6259@nittany.edu,EE311,2,1,65
ks3998@nittany.edu,STAT318,2,1,89
mt3231@nittany.edu,CMPEN351,2,1,89
ws8716@nittany.edu,CMPEN362,2,1,86
md7627@nittany.edu,MATH230,1,1,62
mh8661@nittany.edu,CMPEN351,2,1,85
vk8864@nittany.edu,PHYS211,1,1,87
mh3437@nittany.edu,IST110,2,1,65
ww9231@nittany.edu,CMPEN441,1,1,72
mk1676@nittany.edu,CHEM112,2,1,71
ub9586@nittany.edu,EE330,2,1,100
lh6961@nittany.edu,MATH141,2,1,78
kf5693@nittany.edu,ECON101,1,1,91
sb2082@nittany.edu,CMPEN431,1,1,61
mn2870@nittany.edu,PHYS213,1,1,98
ug5112@nittany.edu,CMPSC431W,2,1,96
ib2806@nittany.edu,PHYS211,1,1,72
os7226@nittany.edu,DS220,1,1,71
ne9599@nittany.edu,STAT415,1,1,94
vg5084@nittany.edu,MATH141,2,1,86
mr5670@nittany.edu,CMPEN431,1,1,73
km6416@nittany.edu,EE353,1,1,90
sj7472@nittany.edu,EE320,2,1,74
wr1679@nittany.edu,MATH141,2,1,61
mr8602@nittany.edu,STAT319,2,1,62
ma8046@nittany.edu,EE330,1,1,90
mg1007@nittany.edu,ECON201,1,1,81
lh3004@nittany.edu,EE311,1,1,62
zr6066@nittany.edu,ECON102,2,1,78
jg5906@nittany.edu,PHYS214,2,1,84
ok5696@nittany.edu,MATH141,1,1,62
mw5391@nittany.edu,PHYS213,1,1,85
sm5970@nittany.edu,STAT318,2,1,79
mn6897@nittany.edu,CMPEN411,2,1,69
rm8553@nittany.edu,EE212,1,1,77
jl5459@nittany.edu,CMPSC465,1,1,72
ml1743@nittany.edu,ECON102,1,1,70
ph1773@nittany.edu,CMPEN351,1,1,99
ma8953@nittany.edu,PHYS213,2,1,64
pp2997@nittany.edu,STAT318,2,1,84
vk7408@nittany.edu,ECON102,2,1,75
tf2405@nittany.edu,CSE543,1,1,81
kr9949@nittany.edu,EE330,2,1,95
mt2086@nittany.edu,CMPSC448,1,1,65
tw6502@nittany.edu,STAT415,1,1,96
ol7450@nittany.edu,CMPSC461,1,1,60
jw6319@nittany.edu,CHEM112,2,1,97
ok8829@nittany.edu,ECON101,2,1,73
ps1087@nittany.edu,DS120,1,1,63
mp7952@nittany.edu,CHEM112,2,1,77
sm5549@nittany.edu,CMPSC360,1,1,71
td2477@nittany.edu,CMPSC221,2,1,97
sm8842@nittany.edu,PHYS213,2,1,90
jp5962@nittany.edu,ECON101,1,1,79
mg1791@nittany.edu,CMPEN441,1,1,99
lo3428@nittany.edu,ECON101,2,1,100
ml7753@nittany.edu,CMPSC448,1,1,93
js3927@nittany.edu,CMPSC131,2,1,81
me9897@nittany.edu,CMPEN331,1,1,99
mb5390@nittany.edu,CMPEN351,2,1,99
sg4417@nittany.edu,CMPEN331,2,1,86
lt7103@nittany.edu,CHEM111,1,1,87
pt3035@nittany.edu,CSE583,2,1,77
wc1418@nittany.edu,MATH230,2,1,70
mm2047@nittany.edu,DS120,2,1,91
ma4242@nittany.edu,ECON101,2,1,76
jn3590@nittany.edu,CMPSC131,2,1,95
mh4972@nittany.edu,CMPEN351,2,1,99
jh3004@nittany.edu,ECON101,1,1,90
sp7638@nittany.edu,EE320,2,1,91
vn4576@nittany.edu,PHYS211,1,1,97
mj2446@nittany.edu,MATH230,1,1,86
mh9005@nittany.edu,MATH141,2,1,95
mp5777@nittany.edu,ECON102,2,1,61
mp5980@nittany.edu,CMPSC360,1,1,76
kk1267@nittany.edu,EE311,2,1,100
mm8916@nittany.edu,EE212,1,1,90
jr1301@nittany.edu,CSE543,2,1,80
rq8420@nittany.edu,CMPSC465,1,1,68
tf8025@nittany.edu,PHYS214,1,1,63
ob6043@nittany.edu,STAT319,2,1,79
jd3188@nittany.edu,CSE583,2,1,68
nb5135@nittany.edu,EE211,2,1,85
js4888@nittany.edu,CSE583,2,1,87
mt1283@nittany.edu,CMPSC448,1,1,78
tb4699@nittany.edu,CMPEN362,1,1,89
jf5072@nittany.edu,CSE583,1,1,93
mj8109@nittany.edu,MATH141,1,1,91
sl8096@nittany.edu,CHEM112,1,1,63
wg1476@nittany.edu,MATH141,1,1,99
lb1184@nittany.edu,CSE543,1,1,62
kw1043@nittany.edu,CMPSC311,2,1,64
ld4137@nittany.edu,EE210,2,1,93
nb2686@nittany.edu,CMPEN431,1,1,94
rk8121@nittany.edu,IST128,2,1,60
vp6083@nittany.edu,CMPEN270,2,1,96
mb7672@nittany.edu,CMPSC461,2,1,88
rh9618@nittany.edu,CSE543,2,1,97
me6698@nittany.edu,EE210,1,1,67
mp7693@nittany.edu,EE210,2,1,71
us6442@nittany.edu,EE211,2,1,63
ma9983@nittany.edu,DS120,2,1,94
mk7105@nittany.edu,EE320,2,1,72
ma3822@nittany.edu,CMPSC448,1,1,70
vy1999@nittany.edu,CMPSC465,1,1,94
lw8160@nittany.edu,MATH140,1,1,66
nm4783@nittany.edu,CMPEN441,1,1,62
nb4212@nittany.edu,EE330,1,1,64
ms9882@nittany.edu,CMPEN362,2,1,77
mk2377@nittany.edu,EE210,2,1,73
rw1366@nittany.edu,EE311,2,1,90
mr5319@nittany.edu,CMPSC360,2,1,83
kz9097@nittany.edu,ECON101,1,1,75
ml7288@nittany.edu,CMPEN270,1,1,100
jd5932@nittany.edu,CMPEN431,1,1,86
lk1182@nittany.edu,CMPEN351,2,1,62
jk1331@nittany.edu,CMPSC221,1,1,79
jw9436@nittany.edu,CSE583,1,1,84
zw5425@nittany.edu,MATH231,1,1,99
jk5021@nittany.edu,CMPEN331,1,1,73
jl8774@nittany.edu,STAT415,2,1,75
mj7408@nittany.edu,PHYS211,1,1,95
ns6501@nittany.edu,CMPEN331,2,1,93
lr5589@nittany.edu,MATH231,1,1,92
me5409@nittany.edu,CMPSC221,2,1,100
jk4116@nittany.edu,EE211,2,1,70
kb9285@nittany.edu,EE353,2,1,90
kq6968@nittany.edu,EE212,1,1,81
mj6957@nittany.edu,CSE583,2,1,69
tp4444@nittany.edu,ECON102,2,1,100
me6706@nittany.edu,CMPSC448,2,1,72
kb8171@nittany.edu,CMPEN331,1,1,76
sr6321@nittany.edu,DS220,1,1,60
jh1737@nittany.edu,STAT318,1,1,63
sp1616@nittany.edu,MATH141,2,1,88
pm4249@nittany.edu,EE330,2,1,65
tl1139@nittany.edu,ECON101,2,1,97
im1645@nittany.edu,ECON102,2,1,68
sd6073@nittany.edu,CSE543,2,1,74
po7371@nittany.edu,CMPSC431W,1,1,72
wo4044@nittany.edu,EE211,2,1,68
mc4662@nittany.edu,MATH140,1,1,88
mm9624@nittany.edu,CMPSC475,2,1,61
nb6183@nittany.edu,PHYS212,1,1,82
mm4674@nittany.edu,CHEM111,2,1,84
al4613@nittany.edu,EE211,1,1,84
am4447@nittany.edu,ECON101,2,1,81
ak9804@nittany.edu,ECON102,2,1,76
as1233@nittany.edu,CHEM110,2,1,87
al6759@nittany.edu,MATH141,1,1,75
ah2567@nittany.edu,CMPEN270,1,1,91
ab8825@nittany.edu,EE211,1,1,100
ak1365@nittany.edu,STAT318,1,1,76
at2037@nittany.edu,IST128,2,1,73
ah3078@nittany.edu,CMPSC465,2,1,71
ab8389@nittany.edu,CHEM110,2,1,62
at1813@nittany.edu,CMPSC448,1,1,97
ao8250@nittany.edu,PHYS213,2,1,97
al8826@nittany.edu,MATH230,2,1,70
ab4479@nittany.edu,EE210,2,1,88
al5806@nittany.edu,EE352,2,1,63
aj1457@nittany.edu,EE210,2,1,89
ar7586@nittany.edu,ECON101,1,1,93
am6718@nittany.edu,CMPSC131,2,1,66
as4057@nittany.edu,CHEM111,1,1,62
az6923@nittany.edu,EE330,2,1,98
ag4728@nittany.edu,EE352,1,1,68
am5109@nittany.edu,IST110,1,1,68
ab3717@nittany.edu,EE352,1,1,72
ah5707@nittany.edu,CMPEN441,1,1,87
ad9791@nittany.edu,EE353,2,1,87
aw2983@nittany.edu,EE212,1,1,85
rb1832@nittany.edu,CMPSC360,2,1,63
ld8122@nittany.edu,PHYS212,1,1,87
md5914@nittany.edu,PHYS211,1,1,72
kf8268@nittany.edu,CMPEN411,2,1,84
pz6665@nittany.edu,PHYS211,1,1,97
mr6639@nittany.edu,CSE543,2,1,87
tp8468@nittany.edu,CMPSC221,2,1,92
me9525@nittany.edu,CMPSC131,2,1,98
pr4075@nittany.edu,CMPEN441,1,1,67
nk8056@nittany.edu,EE352,1,1,86
jz5577@nittany.edu,CMPSC448,1,1,79
jp2632@nittany.edu,MATH231,1,1,68
lk7361@nittany.edu,STAT319,2,1,83
ks1880@nittany.edu,IST110,1,1,82
ms2404@nittany.edu,EE353,2,1,75
ih5431@nittany.edu,IST128,2,1,79
sm4115@nittany.edu,CMPSC448,1,1,99
js8078@nittany.edu,EE352,1,1,67
mb4117@nittany.edu,CMPEN331,2,1,92
rm8585@nittany.edu,CMPEN362,2,1,99
mg1976@nittany.edu,CMPSC465,2,1,67
kc4364@nittany.edu,EE210,1,1,63
rh2046@nittany.edu,CMPSC221,1,1,70
jh2885@nittany.edu,CHEM110,1,1,74
ms9362@nittany.edu,EE211,2,1,100
jl6447@nittany.edu,EE330,1,1,80
mr2329@nittany.edu,CMPEN362,2,1,69
rb4971@nittany.edu,STAT318,1,1,70
jc5818@nittany.edu,PHYS212,1,1,83
